date,product_id,product_name,category,cost_price_inr,current_price_inr,units_sold,daily_revenue_inr,daily_profit_inr,current_stock_qty,reorder_level_qty,days_until_expiry,active_discount_pct,predicted_demand_change_pct,price_elasticity_score,recommended_action,supplier_a_name,supplier_a_price_inr,supplier_a_lead_days,supplier_a_rating,supplier_b_name,supplier_b_price_inr,supplier_b_lead_days,supplier_b_rating,is_weekend,is_festival
2026-07-12,P003,Gel Ball Pen Blue,Stationery,6,10,16,160.0,64.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-12,P004,Ponni Rice 5kg,Grocery,280,350,13,4550.0,910.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-12,P005,Plastic Water Bottle 1L,Household,40,80,1,76.0,36.0,180,20,,5.0,31.7,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-12,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,36.5,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
2026-07-12,P007,School Backpack Blue,Bags,450,799,3,2397.0,1047.0,8,15,,0.0,33.4,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-12,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,1,16999.0,2999.0,5,5,,0.0,32.6,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-13,P001,Aavin Milk 500ml,Dairy,22,25,27,675.0,81.0,18,50,1,0.0,3.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-13,P002,Classmate Notebook 120p,Stationery,70,100,15,1500.0,450.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-13,P003,Gel Ball Pen Blue,Stationery,6,10,6,60.0,24.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-13,P004,Ponni Rice 5kg,Grocery,280,350,15,5250.0,1050.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-13,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,0.5,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-13,P006,Medium Heavy Stapler,Stationery,80,130,1,130.0,50.0,45,10,,0.0,9.1,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-13,P007,School Backpack Blue,Bags,450,799,1,799.0,349.0,8,15,,0.0,6.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-13,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,5.9,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-14,P001,Aavin Milk 500ml,Dairy,22,25,34,850.0,102.0,18,50,1,0.0,2.6,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-14,P002,Classmate Notebook 120p,Stationery,70,100,13,1300.0,390.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-14,P003,Gel Ball Pen Blue,Stationery,6,10,9,90.0,36.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-14,P004,Ponni Rice 5kg,Grocery,280,350,15,5250.0,1050.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-14,P005,Plastic Water Bottle 1L,Household,40,80,1,76.0,36.0,180,20,,5.0,9.2,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-14,P006,Medium Heavy Stapler,Stationery,80,130,1,130.0,50.0,45,10,,0.0,1.1,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-14,P007,School Backpack Blue,Bags,450,799,3,2397.0,1047.0,8,15,,0.0,3.6,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-14,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,1,16999.0,2999.0,5,5,,0.0,3.1,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-15,P001,Aavin Milk 500ml,Dairy,22,25,64,1600.0,192.0,18,50,1,0.0,97.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,1
2026-07-15,P002,Classmate Notebook 120p,Stationery,70,100,26,2600.0,780.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,1
2026-07-15,P003,Gel Ball Pen Blue,Stationery,6,10,17,170.0,68.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,1
2026-07-15,P004,Ponni Rice 5kg,Grocery,280,350,19,6650.0,1330.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,1
2026-07-15,P005,Plastic Water Bottle 1L,Household,40,80,5,380.0,180.0,180,20,,5.0,101.6,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,1
2026-07-15,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,105.8,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,1
2026-07-15,P007,School Backpack Blue,Bags,450,799,6,4794.0,2094.0,8,15,,0.0,108.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,1
2026-07-15,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,7,118993.0,20993.0,5,5,,0.0,107.3,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,1
2026-07-16,P001,Aavin Milk 500ml,Dairy,22,25,29,725.0,87.0,18,50,1,0.0,6.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-16,P002,Classmate Notebook 120p,Stationery,70,100,19,1900.0,570.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-16,P003,Gel Ball Pen Blue,Stationery,6,10,9,90.0,36.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-16,P004,Ponni Rice 5kg,Grocery,280,350,11,3850.0,770.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-16,P005,Plastic Water Bottle 1L,Household,40,80,3,228.0,108.0,180,20,,5.0,4.3,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-16,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,7.5,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-16,P007,School Backpack Blue,Bags,450,799,4,3196.0,1396.0,8,15,,0.0,6.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-16,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,3,50997.0,8997.0,5,5,,0.0,8.7,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-17,P001,Aavin Milk 500ml,Dairy,22,25,32,800.0,96.0,18,50,1,0.0,9.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-17,P002,Classmate Notebook 120p,Stationery,70,100,20,2000.0,600.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-17,P003,Gel Ball Pen Blue,Stationery,6,10,7,70.0,28.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-17,P004,Ponni Rice 5kg,Grocery,280,350,13,4550.0,910.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-17,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,-0.3,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-17,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,9.5,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-17,P007,School Backpack Blue,Bags,450,799,3,2397.0,1047.0,8,15,,0.0,10.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-17,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,6.8,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-18,P001,Aavin Milk 500ml,Dairy,22,25,47,1175.0,141.0,18,50,1,0.0,39.8,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-18,P002,Classmate Notebook 120p,Stationery,70,100,19,1900.0,570.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
2026-07-18,P003,Gel Ball Pen Blue,Stationery,6,10,15,150.0,60.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-18,P004,Ponni Rice 5kg,Grocery,280,350,7,2450.0,490.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-18,P005,Plastic Water Bottle 1L,Household,40,80,1,76.0,36.0,180,20,,5.0,32.0,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-18,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,30.0,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
2026-07-18,P007,School Backpack Blue,Bags,450,799,5,3995.0,1745.0,8,15,,0.0,35.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-18,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,4,67996.0,11996.0,5,5,,0.0,31.0,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-19,P001,Aavin Milk 500ml,Dairy,22,25,37,925.0,111.0,18,50,1,0.0,42.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-19,P002,Classmate Notebook 120p,Stationery,70,100,15,1500.0,450.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
2026-07-19,P003,Gel Ball Pen Blue,Stationery,6,10,11,110.0,44.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-19,P004,Ponni Rice 5kg,Grocery,280,350,16,5600.0,1120.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-19,P005,Plastic Water Bottle 1L,Household,40,80,3,228.0,108.0,180,20,,5.0,30.8,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-19,P006,Medium Heavy Stapler,Stationery,80,130,1,130.0,50.0,45,10,,0.0,32.7,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
2026-07-19,P007,School Backpack Blue,Bags,450,799,1,799.0,349.0,8,15,,0.0,37.8,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-19,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,0,0.0,0.0,5,5,,0.0,38.8,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-20,P001,Aavin Milk 500ml,Dairy,22,25,30,750.0,90.0,18,50,1,0.0,5.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-20,P002,Classmate Notebook 120p,Stationery,70,100,11,1100.0,330.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-20,P003,Gel Ball Pen Blue,Stationery,6,10,8,80.0,32.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-20,P004,Ponni Rice 5kg,Grocery,280,350,9,3150.0,630.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-20,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,1.3,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-20,P006,Medium Heavy Stapler,Stationery,80,130,1,130.0,50.0,45,10,,0.0,2.6,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-20,P007,School Backpack Blue,Bags,450,799,4,3196.0,1396.0,8,15,,0.0,5.6,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-20,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,1,16999.0,2999.0,5,5,,0.0,4.7,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-21,P001,Aavin Milk 500ml,Dairy,22,25,43,1075.0,129.0,18,50,1,0.0,5.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-21,P002,Classmate Notebook 120p,Stationery,70,100,23,2300.0,690.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-21,P003,Gel Ball Pen Blue,Stationery,6,10,10,100.0,40.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-21,P004,Ponni Rice 5kg,Grocery,280,350,8,2800.0,560.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-21,P005,Plastic Water Bottle 1L,Household,40,80,0,0.0,0.0,180,20,,5.0,0.1,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-21,P006,Medium Heavy Stapler,Stationery,80,130,3,390.0,150.0,45,10,,0.0,66.7,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-21,P007,School Backpack Blue,Bags,450,799,0,0.0,0.0,8,15,,0.0,5.8,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-21,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,7.9,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-22,P001,Aavin Milk 500ml,Dairy,22,25,45,1125.0,135.0,18,50,1,0.0,6.2,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-22,P002,Classmate Notebook 120p,Stationery,70,100,13,1300.0,390.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-22,P003,Gel Ball Pen Blue,Stationery,6,10,15,150.0,60.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-22,P004,Ponni Rice 5kg,Grocery,280,350,11,3850.0,770.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-22,P005,Plastic Water Bottle 1L,Household,40,80,3,228.0,108.0,180,20,,5.0,11.2,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-22,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,64.1,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-22,P007,School Backpack Blue,Bags,450,799,1,799.0,349.0,8,15,,0.0,3.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-22,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,5.4,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-23,P001,Aavin Milk 500ml,Dairy,22,25,40,1000.0,120.0,18,50,1,0.0,5.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-23,P002,Classmate Notebook 120p,Stationery,70,100,24,2400.0,720.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-23,P003,Gel Ball Pen Blue,Stationery,6,10,12,120.0,48.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-23,P004,Ponni Rice 5kg,Grocery,280,350,14,4900.0,980.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-23,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,4.8,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-23,P006,Medium Heavy Stapler,Stationery,80,130,0,0.0,0.0,45,10,,0.0,66.9,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-23,P007,School Backpack Blue,Bags,450,799,8,6392.0,2792.0,8,15,,0.0,6.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-23,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,1,16999.0,2999.0,5,5,,0.0,5.6,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-24,P001,Aavin Milk 500ml,Dairy,22,25,45,1125.0,135.0,18,50,1,0.0,1.8,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-24,P002,Classmate Notebook 120p,Stationery,70,100,34,3400.0,1020.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-24,P003,Gel Ball Pen Blue,Stationery,6,10,11,110.0,44.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-24,P004,Ponni Rice 5kg,Grocery,280,350,9,3150.0,630.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-24,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,4.2,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-24,P006,Medium Heavy Stapler,Stationery,80,130,1,130.0,50.0,45,10,,0.0,65.4,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-24,P007,School Backpack Blue,Bags,450,799,6,4794.0,2094.0,8,15,,0.0,5.2,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-24,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,5,84995.0,14995.0,5,5,,0.0,8.2,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-25,P001,Aavin Milk 500ml,Dairy,22,25,45,1125.0,135.0,18,50,1,0.0,33.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-25,P002,Classmate Notebook 120p,Stationery,70,100,30,3000.0,900.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
2026-07-25,P003,Gel Ball Pen Blue,Stationery,6,10,13,130.0,52.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-25,P004,Ponni Rice 5kg,Grocery,280,350,13,4550.0,910.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-25,P005,Plastic Water Bottle 1L,Household,40,80,1,76.0,36.0,180,20,,5.0,34.9,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-25,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,113.7,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
2026-07-25,P007,School Backpack Blue,Bags,450,799,8,6392.0,2792.0,8,15,,0.0,35.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-25,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,36.5,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-26,P001,Aavin Milk 500ml,Dairy,22,25,38,950.0,114.0,18,50,1,0.0,36.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-26,P002,Classmate Notebook 120p,Stationery,70,100,29,2900.0,870.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
2026-07-26,P003,Gel Ball Pen Blue,Stationery,6,10,12,120.0,48.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-26,P004,Ponni Rice 5kg,Grocery,280,350,11,3850.0,770.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-26,P005,Plastic Water Bottle 1L,Household,40,80,3,228.0,108.0,180,20,,5.0,32.5,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-26,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,113.5,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
